"Дата", "Максимальная температура", "Минимальная температура", "Средняя температура", "Атмосферное давление гПа", "Скорость ветра м/с", "Осадки мм", "Эффективная температура"
26.01.2023, -4.4, -6.7, -5.7, 999.5, 4, 0, -10.5
27.01.2023, -1.0, -6.9, -3.3, 997.5, 3, 0, -7.3
28.01.2023, -1.8, -3.4, -2.8, 997.6, 1, 0, -5.4
29.01.2023, -3.3, -4.4, -3.9, 990.8, 2, 0, -7.3
30.01.2023, -0.8, -4.7, -2.7, 979.7, 4, 0, -7.3
31.01.2023, -1.3, -2.9, -1.9, 978.4, 3, 1, -5.7
01.02.2023, -0.9, -1.9, -1.3, 981.7, 2, 0, -4.4
02.02.2023, -0.6, -1.8, -1.3, 983.2, 3, 0, -5.1
03.02.2023, 1.1, -1.5, -0.1, 985.2, 2, 3, -3
04.02.2023, 1.7, -2.3, -0.9, 990.7, 1, 1, -3.3
05.02.2023, 0.0, -6.5, -3.0, 1000.3, 1, 0, -5.6
06.02.2023, -3.6, -5.7, -4.6, 1005.3, 2, 0, -8.1
07.02.2023, -4.5, -14.2, -8.3, 1013.6, 1, 0, -11.5
08.02.2023, -5.0, -16.6, -9.6, 1015.8, 2, 0, -13.5
09.02.2023, -0.7, -5.8, -3.1, 1009.0, 1, 1, -5.7
10.02.2023, -0.1, -3.6, -2.2, 998.5, 4, 0, -6.8
11.02.2023, -1.1, -3.6, -2.4, 990.2, 5, 0, -7.6
12.02.2023, -1.9, -6.2, -3.9, 988.0, 4, 6, -8.6
13.02.2023, -0.2, -10.7, -4.4, 989.0, 3, 1, -8.4
14.02.2023, 1.3, -1.3, 0.1, 984.5, 3, 4, -3.5
15.02.2023, -2.1, -4.1, -3.2, 996.0, 4, 2, -7.9
16.02.2023, -2.7, -8.8, -5.5, 999.0, 2, 0, -9.1
17.02.2023, -3.9, -14.8, -9.7, 997.7, 1, 0, -12.9
18.02.2023, -6.8, -14.9, -8.8, 983.9, 3, 2, -13.3
19.02.2023, -3.7, -8.6, -6.3, 973.0, 2, 5, -9.9
20.02.2023, -0.8, -6.6, -4.0, 971.3, 1, 1, -6.7
21.02.2023, -6.2, -14.9, -9.3, 968.8, 2, 2, -13.2
22.02.2023, -10.7, -18.4, -14.6, 983.8, 3, 0, -19.5
23.02.2023, -6.3, -17.0, -12.2, 992.8, 3, 0, -17
24.02.2023, -2.6, -11.5, -5.9, 983.6, 3, 2, -10.2
25.02.2023, 1.5, -3.8, 0.6, 974.2, 3, 5, -2.9
26.02.2023, 2.7, -1.9, 1.1, 975.2, 5, 5, -3.8
27.02.2023, -2.5, -4.6, -3.9, 993.8, 3, 0, -8
28.02.2023, 0.1, -8.4, -3.4, 991.1, 4, 0, -8.1
01.03.2023, -1.5, -7.2, -3.6, 986.1, 3, 0, -7.8
02.03.2023, -0.2, -6.3, -3.3, 985.3, 3, 0, -7.4
03.03.2023, 2.3, -3.1, -0.2, 978.5, 3, 0, -3.9
04.03.2023, 1.0, -4.4, -1.2, 970.6, 3, 5, -4.9
05.03.2023, -1.0, -4.2, -2.3, 969.4, 3, 1, -6.2
06.03.2023, -0.2, -5.2, -3.2, 977.0, 3, 3, -7.2
07.03.2023, 0.4, -7.2, -3.0, 979.7, 3, 6, -7
08.03.2023, 1.5, -4.9, -1.1, 978.0, 3, 5, -4.9
09.03.2023, 2.6, -3.6, -1.0, 974.9, 2, 4, -4.1
10.03.2023, -1.7, -8.9, -4.6, 980.7, 1, 4, -7.4
11.03.2023, 1.8, -9.0, -2.7, 980.8, 4, 1, -7.3
12.03.2023, 6.2, -2.9, 2.3, 967.6, 4, 11, -1.6
13.03.2023, 0.0, -7.8, -2.9, 988.2, 3, 1, -6.9
14.03.2023, 5.6, -3.9, 2.9, 989.5, 5, 0, -2
15.03.2023, 6.4, 1.7, 3.4, 990.0, 3, 0, -0
16.03.2023, 2.6, 0.9, 1.6, 989.0, 1, 13, -0.4
17.03.2023, 4.0, -1.2, 1.5, 998.3, 3, 1, -2.2
18.03.2023, 2.8, -4.5, -0.8, 1007.5, 3, 0, -4.9
19.03.2023, 3.5, -6.5, -0.9, 1001.1, 1, 0, -3.5
20.03.2023, 3.2, -0.3, 1.2, 994.3, 1, 0, -1.1
21.03.2023, 9.3, -0.4, 4.4, 987.3, 2, 0, 1.6
22.03.2023, 7.8, 3.0, 4.6, 990.8, 1, 0, 2.7
23.03.2023, 12.3, 0.9, 7.8, 989.2, 3, 0, 4.8
24.03.2023, 10.6, 4.6, 7.8, 982.0, 3, 2, 5.2
25.03.2023, 16.2, -0.2, 8.4, 979.8, 2, 4, 6.6
26.03.2023, 8.6, 5.1, 7.3, 975.7, 3, 5, 4.8
27.03.2023, 11.1, 0.9, 5.0, 977.5, 2, 2, 2.7
28.03.2023, 12.3, -2.5, 5.3, 983.5, 2, 0, 2.8
29.03.2023, 8.7, 5.1, 6.7, 980.5, 3, 7, 3.9
30.03.2023, 5.5, 0.3, 2.8, 985.9, 2, 0, 0.1
31.03.2023, 1.5, -0.3, 0.6, 980.3, 3, 1, -2.9
01.04.2023, 6.2, 0.0, 4.0, 982.1, 2, 5, 1.6
02.04.2023, 12.2, 4.8, 8.1, 988.1, 2, 0, 5.9
03.04.2023, 14.8, 3.8, 8.4, 989.4, 2, 4, 6.4
04.04.2023, 16.1, 5.0, 9.8, 990.4, 1, 1, 8.4
05.04.2023, 15.8, 2.4, 9.6, 993.5, 2, 0, 7.5
06.04.2023, 16.3, 6.2, 10.3, 996.3, 3, 0, 7.5
07.04.2023, 11.9, 3.0, 6.8, 998.6, 3, 0, 3.4
02.05.2023, 15.2, -0.8, 8.2, 999.1, 2, 0, 5.6
24.05.2023, 22.4, 13.3, 17.2, 991.0, 1, 2, 17.5
21.06.2023, 21.5, 10.3, 15.2, 993.1, 2, 1, 13.8
07.07.2023, 30.8, 18.8, 23.0, 991.6, 1, 14, 24.8
03.08.2023, 29.0, 16.9, 22.4, 985.8, 1, 0, 23.7
13.08.2023, 18.6, 15.8, 17.0, 991.0, 3, 0, 16.3
22.08.2023, 20.3, 10.2, 14.8, 987.4, 0, 1, 15.7
27.10.2023, 0.1, -2.7, -0.8, 978.3, 2, 9, -3.7
28.10.2023, 1.1, 0.0, 0.6, 968.5, 3, 14, -2.8
29.10.2023, 1.3, -0.2, 0.4, 982.9, 3, 2, -3.1
30.10.2023, 11.9, -0.5, 7.1, 987.1, 3, 0, 4.3
31.10.2023, 14.7, 5.5, 10.9, 989.0, 2, 0, 9.5
01.11.2023, 17.8, 9.9, 13.4, 983.4, 3, 0, 11.5
02.11.2023, 11.4, 3.1, 7.7, 979.1, 3, 31, 5.3
03.11.2023, 3.3, 1.7, 2.7, 992.1, 2, 0, 0
04.11.2023, 7.1, 1.4, 3.9, 989.9, 4, 0, 0.2
05.11.2023, 12.8, 5.5, 10.3, 979.2, 4, 2, 7.5
06.11.2023, 11.1, 8.6, 10.1, 974.4, 3, 5, 8
07.11.2023, 10.8, 7.9, 9.2, 982.1, 4, 1, 6.2
08.11.2023, 8.5, 4.0, 6.3, 987.3, 1, 1, 4.9
09.11.2023, 8.4, 2.6, 5.4, 984.3, 2, 0, 3.2
10.11.2023, 7.7, 3.4, 5.3, 993.7, 2, 0, 3
11.11.2023, 6.3, 2.5, 4.1, 992.7, 3, 0, 1
12.11.2023, 9.5, 3.2, 5.9, 973.9, 4, 4, 2.5
13.11.2023, 5.3, 2.2, 3.8, 974.6, 5, 5, -0.6
14.11.2023, 5.0, 2.2, 3.8, 979.4, 4, 1, -0
15.11.2023, 4.5, 0.2, 2.1, 979.0, 0, 0, 0.8
16.11.2023, 4.1, 0.4, 2.3, 984.5, 1, 0, 0.4
17.11.2023, 0.1, -4.0, -2.2, 993.8, 3, 2, -6.1
18.11.2023, -3.8, -9.6, -6.9, 1000.6, 1, 0, -10
19.11.2023, -6.2, -11.9, -8.3, 997.7, 1, 0, -11.4
20.11.2023, -4.6, -7.3, -5.7, 988.4, 3, 1, -9.9
21.11.2023, -7.2, -9.5, -8.2, 987.4, 2, 1, -12
22.11.2023, -6.5, -9.6, -8.6, 991.5, 2, 0, -12.5
23.11.2023, -7.1, -10.6, -8.0, 978.5, 3, 2, -12.4
24.11.2023, 1.4, -8.3, -1.1, 954.0, 2, 12, -4.1
25.11.2023, 1.2, -3.6, -0.8, 969.8, 3, 0, -4.5
26.11.2023, -1.8, -4.0, -2.6, 974.2, 3, 3, -6.5
27.11.2023, 3.5, -3.5, -0.1, 959.6, 4, 26, -4.3
28.11.2023, -4.1, -5.7, -4.8, 979.0, 3, 2, -9
29.11.2023, -0.2, -8.7, -3.4, 984.4, 3, 3, -7.3
30.11.2023, 0.5, -5.1, -2.9, 980.7, 4, 8, -7.5
01.12.2023, -3.6, -5.5, -4.4, 980.7, 2, 7, -7.8
02.12.2023, -2.9, -11.0, -6.6, 984.3, 1, 1, -9.6
03.12.2023, -5.3, -11.4, -6.5, 981.2, 2, 14, -10.1
04.12.2023, -6.3, -11.1, -7.8, 988.6, 3, 1, -12.2
05.12.2023, -4.1, -11.7, -7.1, 996.5, 1, 2, -10.1
06.12.2023, -6.6, -13.9, -9.6, 1005.1, 1, 0, -12.8
07.12.2023, -8.6, -13.7, -11.6, 1010.8, 2, 0, -15.6
08.12.2023, -12.0, -14.5, -13.1, 1010.2, 2, 0, -17.2
09.12.2023, -10.8, -13.6, -12.4, 1005.0, 3, 3, -17.1
10.12.2023, -8.4, -12.5, -9.2, 1001.3, 3, 2, -13.7
11.12.2023, -6.3, -8.9, -7.1, 998.4, 3, 5, -11.4
12.12.2023, -6.2, -9.1, -7.3, 994.6, 4, 6, -12.3
13.12.2023, -10.1, -12.0, -11.7, 996.9, 4, 2, -17.1
14.12.2023, -7.3, -12.1, -10.5, 995.4, 3, 4, -15.1
15.12.2023, -3.7, -10.9, -7.5, 987.2, 3, 16, -11.8
16.12.2023, -3.2, -11.1, -5.2, 996.7, 2, 0, -8.7
17.12.2023, 2.0, -4.3, -0.9, 988.2, 3, 1, -4.6
18.12.2023, 1.9, -0.1, 1.1, 986.3, 3, 1, -2.3
19.12.2023, 2.7, 0.9, 1.7, 983.3, 4, 1, -2.2
20.12.2023, 2.9, 0.7, 2.0, 977.5, 3, 2, -1.2
21.12.2023, 2.1, 0.5, 1.4, 973.0, 3, 4, -2
22.12.2023, 1.4, -0.8, 0.1, 967.2, 3, 0, -3.4
23.12.2023, 1.8, -1.5, 0.5, 961.0, 2, 1, -2.4
24.12.2023, -0.3, -2.1, -1.0, 964.6, 2, 1, -4
25.12.2023, -0.8, -2.5, -1.6, 968.0, 3, 1, -5.4
26.12.2023, 1.3, -3.7, -0.6, 968.2, 3, 3, -4.3
27.12.2023, 0.0, -5.5, -1.3, 974.9, 1, 3, -3.7
28.12.2023, -1.7, -4.4, -3.1, 987.5, 2, 2, -6.4
29.12.2023, 1.9, -4.6, -0.5, 980.8, 2, 1, -3.4
30.12.2023, 4.2, 1.3, 3.0, 977.4, 3, 1, -0.2
31.12.2023, 2.0, -6.9, -0.2, 976.4, 4, 7, -4.4
01.01.2024, -8.0, -11.2, -9.4, 989.0, 2, 0, -13.3
02.01.2024, -12.7, -21.0, -16.2, 985.4, 4, 1, -21.9
03.01.2024, -20.0, -23.8, -22.3, 985.9, 2, 0, -27
04.01.2024, -21.0, -25.6, -23.4, 982.9, 2, 0, -28.2
05.01.2024, -18.2, -23.3, -21.1, 985.0, 2, 0, -25.8
06.01.2024, -8.8, -20.8, -13.4, 987.8, 1, 2, -16.9
07.01.2024, -17.6, -22.1, -20.0, 998.1, 1, 0, -24
08.01.2024, -18.7, -26.3, -21.9, 1001.5, 1, 0, -26
09.01.2024, -6.8, -21.0, -10.3, 992.4, 3, 3, -14.9
10.01.2024, -1.6, -13.2, -7.4, 987.8, 3, 6, -11.8
11.01.2024, 0.9, -13.4, -4.9, 971.8, 4, 9, -9.7
12.01.2024, -10.2, -18.0, -13.6, 981.9, 3, 1, -18.5
13.01.2024, -17.7, -27.6, -23.5, 990.7, 1, 0, -27.6
14.01.2024, -8.4, -29.1, -16.3, 981.7, 2, 1, -20.7
15.01.2024, -1.7, -10.5, -3.9, 971.8, 4, 4, -8.6
16.01.2024, -1.8, -4.2, -2.7, 968.8, 4, 0, -7.3
17.01.2024, -6.8, -15.8, -11.2, 982.5, 3, 1, -15.9
18.01.2024, 1.1, -21.0, -11.3, 983.7, 3, 14, -16
19.01.2024, 2.0, -8.7, -2.2, 978.2, 1, 6, -4.7
20.01.2024, -5.6, -8.7, -7.8, 990.0, 1, 0, -10.8
21.01.2024, -6.8, -12.2, -9.4, 1003.5, 1, 0, -12.6
22.01.2024, -6.0, -18.2, -11.0, 1008.7, 2, 0, -15
23.01.2024, -4.3, -9.8, -6.4, 998.9, 4, 0, -11.3
24.01.2024, -0.3, -4.8, -1.9, 989.9, 3, 2, -5.7
25.01.2024, -0.9, -2.7, -1.8, 979.6, 3, 2, -5.6
26.01.2024, -1.4, -3.9, -2.8, 985.2, 1, 2, -5.4
27.01.2024, -2.5, -4.7, -3.7, 993.4, 2, 0, -7
28.01.2024, -3.2, -4.7, -4.0, 1005.4, 1, 0, -6.7
29.01.2024, -3.6, -6.3, -4.6, 1010.1, 3, 1, -8.7
30.01.2024, -0.5, -4.2, -1.7, 1004.9, 3, 0, -5.4
31.01.2024, -0.9, -2.4, -1.8, 998.8, 2, 0, -4.9
01.02.2024, 1.2, -2.7, 0.2, 983.1, 3, 0, -3.4
02.02.2024, 1.4, -4.7, -0.9, 976.6, 4, 1, -5.4
03.02.2024, -1.1, -9.0, -3.8, 973.1, 2, 0, -7.2
04.02.2024, 2.9, -2.4, 0.9, 963.2, 4, 1, -3.3
05.02.2024, -0.1, -5.4, -2.4, 962.0, 1, 1, -5
06.02.2024, -0.9, -6.3, -3.8, 969.7, 2, 0, -7.2
07.02.2024, 0.5, -7.3, -3.7, 963.7, 3, 6, -7.7
08.02.2024, -5.4, -11.9, -8.8, 972.8, 3, 1, -13.3
09.02.2024, -6.3, -14.8, -10.9, 981.8, 2, 0, -14.9
10.02.2024, -6.2, -22.3, -14.0, 991.4, 1, 0, -17.6
11.02.2024, -4.8, -12.6, -7.0, 993.0, 3, 0, -11.4
12.02.2024, -0.2, -5.5, -1.8, 986.3, 2, 8, -4.9
13.02.2024, -0.3, -5.8, -3.2, 991.8, 1, 1, -5.8
14.02.2024, -7.2, -9.1, -8.3, 1000.4, 2, 5, -12.1
15.02.2024, -8.8, -10.3, -9.4, 1004.6, 3, 24, -13.9
16.02.2024, -6.6, -9.1, -8.1, 1007.9, 2, 1, -11.8
17.02.2024, -3.4, -8.5, -5.8, 1002.4, 3, 0, -10
18.02.2024, 1.7, -5.1, -2.0, 994.3, 3, 4, -5.9
19.02.2024, -1.1, -15.2, -6.6, 1002.2, 1, 0, -9.6
20.02.2024, -5.8, -20.1, -10.5, 1003.6, 1, 0, -13.8
21.02.2024, -4.2, -7.6, -5.1, 998.6, 3, 0, -9.3
22.02.2024, -2.3, -4.7, -3.4, 995.3, 3, 1, -7.4
23.02.2024, 1.2, -2.6, -0.8, 997.8, 3, 0, -4.4
24.02.2024, 1.2, -1.5, -0.3, 1003.9, 4, 0, -4.6
25.02.2024, 0.1, -3.1, -1.6, 1005.6, 4, 0, -6.2
26.02.2024, -1.6, -5.4, -3.7, 1003.8, 3, 0, -7.9
27.02.2024, -0.1, -6.0, -3.7, 1005.2, 2, 0, -7.2
28.02.2024, 2.3, -6.2, -1.4, 1004.2, 3, 0, -5.4
29.02.2024, 3.1, -3.1, 0.2, 1001.6, 3, 0, -3.7
01.03.2024, 2.0, -0.3, 0.7, 1002.7, 1, 0, -1.6
02.03.2024, 3.0, -9.3, -3.1, 1004.5, 1, 0, -5.8
03.03.2024, 3.5, -8.6, -2.1, 1005.9, 1, 0, -4.9
04.03.2024, 1.1, -6.5, -3.2, 1001.4, 1, 0, -6
05.03.2024, 1.8, -7.5, -2.9, 997.9, 1, 0, -5.6
06.03.2024, 0.4, -9.3, -4.1, 1001.7, 2, 0, -7.7
07.03.2024, 2.3, -13.8, -6.2, 999.1, 1, 0, -9.3
08.03.2024, -1.5, -12.4, -6.0, 990.7, 2, 0, -9.6
09.03.2024, -0.7, -8.3, -4.8, 991.8, 2, 0, -8.4
10.03.2024, -2.1, -11.8, -7.8, 995.0, 1, 0, -11
11.03.2024, 0.1, -16.9, -6.3, 1001.2, 2, 0, -10
12.03.2024, 4.3, -5.5, -0.9, 1001.0, 1, 0, -3.6
13.03.2024, 1.9, -11.3, -4.2, 1002.6, 1, 0, -7.1
14.03.2024, 3.6, -10.9, -2.6, 999.5, 2, 0, -6
15.03.2024, 5.6, -2.6, 1.7, 998.0, 2, 0, -1.2
16.03.2024, 6.5, -4.8, 0.7, 997.3, 1, 0, -1.7
17.03.2024, 2.3, -6.5, -0.5, 993.0, 1, 0, -2.9
18.03.2024, 4.7, 0.6, 2.1, 992.8, 1, 1, 0.1
19.03.2024, 4.5, -1.3, 1.4, 997.4, 2, 0, -1.5
20.03.2024, 6.1, -5.1, 0.1, 1000.1, 1, 0, -2.4
21.03.2024, 6.2, -6.8, -0.2, 999.9, 1, 0, -2.8
22.03.2024, 2.5, -8.6, -2.3, 993.5, 1, 0, -4.9
23.03.2024, 3.5, -2.7, 2.6, 981.2, 3, 3, -0.7
24.03.2024, 5.4, 2.9, 4.4, 977.2, 2, 3, 2.2
25.03.2024, 5.6, 1.1, 3.0, 981.2, 1, 1, 1
26.03.2024, 4.0, 0.6, 1.9, 985.3, 2, 1, -0.7
27.03.2024, 8.6, 0.9, 5.9, 990.1, 2, 0, 3.1
03.04.2024, 16.1, 8.8, 11.9, 972.6, 5, 1, 8.1
08.04.2024, 18.8, 4.7, 10.0, 995.4, 2, 0, 8.2
18.04.2024, 8.3, 5.2, 7.7, 978.9, 3, 8, 5.3
09.05.2024, 1.9, -1.6, 0.9, 995.1, 2, 1, -2.2
30.07.2024, 22.4, 14.5, 16.9, 975.0, 1, 2, 17.3
31.07.2024, 21.2, 13.2, 16.9, 979.7, 1, 10, 17.5
01.08.2024, 21.5, 13.0, 15.9, 979.9, 3, 8, 14.9
27.09.2024, 21.3, 14.4, 17.5, 991.6, 4, 0, 14.4
28.09.2024, 26.1, 15.8, 20.5, 990.2, 3, 1, 19.2
10.10.2024, 10.0, 7.3, 8.6, 989.8, 2, 1, 7
15.10.2024, 7.7, 0.1, 6.2, 990.3, 1, 4, 4.8
31.10.2024, 6.5, 1.3, 3.0, 983.8, 3, 6, -0.4
01.11.2024, 10.8, 1.2, 8.7, 966.0, 6, 8, 4.4
02.11.2024, 8.3, -3.2, 1.9, 974.4, 3, 7, -1.6
03.11.2024, 1.7, -3.4, -0.6, 988.0, 3, 1, -4.3
04.11.2024, -0.1, -2.1, -0.7, 978.5, 3, 7, -4.3
05.11.2024, -0.1, -3.0, -1.6, 992.9, 2, 0, -4.8
06.11.2024, 4.4, -3.7, 0.3, 994.1, 2, 1, -2.5
07.11.2024, 6.6, 0.6, 5.5, 998.3, 2, 1, 3.3
08.11.2024, 5.2, 3.3, 4.4, 1003.2, 3, 0, 1.4
09.11.2024, 6.0, 2.4, 3.8, 1004.3, 3, 0, 0.7
10.11.2024, 7.7, -2.1, 3.3, 1004.2, 1, 0, 1.4
11.11.2024, 0.7, -2.6, -0.4, 1007.2, 1, 0, -2.8
12.11.2024, 1.0, -1.1, -0.2, 1008.1, 1, 0, -2.6
13.11.2024, 1.1, -0.1, 0.5, 1003.0, 2, 0, -2.4
14.11.2024, 0.4, -0.6, -0.3, 992.8, 2, 1, -3.4
15.11.2024, 0.6, -1.1, -0.2, 984.5, 2, 7, -3.1
16.11.2024, 3.2, -1.4, 1.6, 984.2, 4, 1, -2.4
17.11.2024, 4.9, 2.5, 3.9, 981.1, 4, 0, 0.2
22.11.2024, 1.5, -1.0, 0.2, 984.7, 4, 3, -4.1
23.11.2024, 7.2, -0.2, 2.1, 977.8, 3, 15, -1.1
24.11.2024, 0.1, -2.7, -1.7, 998.4, 3, 0, -5.5
25.11.2024, -2.1, -5.6, -4.0, 1007.8, 1, 0, -6.8
26.11.2024, -5.1, -5.9, -5.7, 1004.2, 2, 0, -9.2
27.11.2024, -2.8, -5.9, -3.3, 998.9, 1, 0, -5.9
28.11.2024, -1.4, -3.3, -2.6, 997.0, 1, 1, -5.1
29.11.2024, 0.5, -3.0, -0.3, 1003.0, 1, 2, -2.5
30.11.2024, 0.4, -0.8, -0.1, 1006.8, 1, 1, -2.3
02.12.2024, 0.5, -0.8, -0.3, 1000.7, 3, 0, -3.9
03.12.2024, 0.3, -0.9, -0.3, 997.6, 3, 0, -3.9
04.12.2024, -1.3, -3.5, -2.6, 1001.6, 2, 1, -5.7
05.12.2024, -2.4, -6.9, -4.3, 1011.0, 2, 0, -7.7
06.12.2024, -3.4, -7.2, -4.8, 1009.9, 3, 0, -8.9
07.12.2024, -2.2, -4.2, -2.9, 1005.3, 3, 5, -6.8
08.12.2024, -2.4, -4.2, -3.2, 1004.5, 3, 0, -7.1
09.12.2024, -0.4, -3.6, -1.2, 1005.5, 1, 1, -3.5
10.12.2024, -0.6, -2.1, -1.6, 1003.1, 1, 1, -4
11.12.2024, -1.7, -4.1, -2.8, 991.5, 2, 0, -6
12.12.2024, -2.2, -4.7, -3.3, 983.0, 3, 1, -7.3
13.12.2024, -4.5, -9.3, -6.7, 987.0, 4, 3, -11.7
14.12.2024, -4.8, -11.2, -6.7, 989.1, 3, 2, -11
15.12.2024, -1.9, -5.7, -4.1, 975.4, 3, 1, -8.2
16.12.2024, 0.7, -3.9, -0.8, 967.1, 4, 3, -5.1
17.12.2024, 1.2, -1.6, 0.0, 966.6, 3, 1, -3.7
18.12.2024, -3.8, -13.7, -9.1, 980.0, 4, 1, -14.3
19.12.2024, -2.8, -17.2, -10.6, 985.4, 1, 1, -13.9
20.12.2024, 2.4, -7.6, 1.7, 979.2, 3, 0, -1.6
21.12.2024, 2.7, -0.6, 1.1, 986.2, 3, 1, -2.4
22.12.2024, -0.4, -2.8, -1.3, 988.4, 2, 0, -4.5
23.12.2024, 0.6, -3.1, -0.4, 989.2, 1, 1, -2.7
24.12.2024, 1.0, 0.2, 0.5, 995.6, 0, 0, -1
25.12.2024, 0.4, -1.5, -0.4, 1004.4, 2, 0, -3.3
26.12.2024, 0.1, -1.7, -0.7, 1007.1, 2, 0, -3.7
27.12.2024, 0.2, -0.8, -0.3, 1004.5, 1, 0, -2.5
28.12.2024, -0.7, -1.7, -1.1, 1002.2, 1, 0, -3.4
29.12.2024, -0.1, -1.3, -0.7, 997.8, 2, 0, -3.6
30.12.2024, 0.4, -1.2, -0.7, 988.8, 4, 0, -4.9
31.12.2024, 2.1, -0.6, 0.7, 984.2, 3, 1, -2.8